model,data,accuracy_is,accuracy_oos,precision_oos,recall_oos,f1_oos
GaussianNB,gpt,0.5919712402636309,0.11278195488721804,0.012719769348182485,0.11278195488721804,0.022861207071733388
GradientBoostingClassifier,gpt,1.0,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,gpt,0.9185140802875974,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
RandomForestClassifier,gpt,0.957459556620731,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
BernoulliNB,gpt,0.9227082085080887,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
DecisionTreeClassifier,gpt,0.9670461354104254,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Logistic_Regression,gpt,0.9622528460155781,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SVC,gpt,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Perceptron,gpt,0.896345116836429,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GaussianNB,ft,0.9125224685440384,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GradientBoostingClassifier,ft,0.9131216297183943,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,ft,0.9077291791491912,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
RandomForestClassifier,ft,0.9376872378669863,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
BernoulliNB,ft,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
DecisionTreeClassifier,ft,0.9580587177950869,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Logistic_Regression,ft,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SVC,ft,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Perceptron,ft,0.78070701018574,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GaussianNB,w2v,0.9125224685440384,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GradientBoostingClassifier,w2v,0.9197124026363092,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,w2v,0.9107249850209707,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
RandomForestClassifier,w2v,0.9352905931695626,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
BernoulliNB,w2v,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
DecisionTreeClassifier,w2v,0.9496704613541043,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Logistic_Regression,w2v,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SVC,w2v,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Perceptron,w2v,0.6261234272019173,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GaussianNB,glove,0.8106650689035351,0.11278195488721804,0.012719769348182485,0.11278195488721804,0.022861207071733388
GradientBoostingClassifier,glove,0.9119233073696824,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,glove,0.914319952067106,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
RandomForestClassifier,glove,0.9334931096464949,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
BernoulliNB,glove,0.9131216297183943,0.8759398496240601,0.8111946532999165,0.8759398496240601,0.8347528781712834
DecisionTreeClassifier,glove,0.9520671060515279,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Logistic_Regression,glove,0.9257040143798682,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SVC,glove,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Perceptron,glove,0.5949670461354104,0.8533834586466166,0.7836517363447528,0.8533834586466166,0.8170324391099452
GaussianNB,bert,0.7633313361294188,0.11278195488721804,0.012719769348182485,0.11278195488721804,0.022861207071733388
GradientBoostingClassifier,bert,0.9137207908927502,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,bert,0.9101258238466148,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
RandomForestClassifier,bert,0.9197124026363092,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
BernoulliNB,bert,0.9251048532055123,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
DecisionTreeClassifier,bert,0.9658478130617136,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Logistic_Regression,bert,0.9412822049131216,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SVC,bert,0.9113241461953265,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
Perceptron,bert,0.8016776512881966,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
GaussianNB,tfidf,0.5781905332534452,0.11278195488721804,0.012719769348182485,0.11278195488721804,0.022861207071733388
GradientBoostingClassifier,tfidf,0.9161174355901738,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
SGDClassifier,tfidf,0.9167165967645297,0.8872180451127819,0.7871558595737463,0.8872180451127819,0.8341970464008628
